institution_id,name,survey_year,designation,sanctioned_strength,in_position_direct,in_position_cas,no_of_phd_teachers
663,INDUS UNIVERSITY,2015,Associate Professor,39,3,0,NA
663,INDUS UNIVERSITY,2015,ALL,223,209,0,1
647,"R K University, Rajkot",2015,Vice-Chancellor,NA,1,0,NA
647,"R K University, Rajkot",2015,Director,NA,1,0,NA
647,"R K University, Rajkot",2015,ALL,0,2,0,0
793,MAHARAJA SURAJMAL BRIJ UNIVERSITY,2015,Vice-Chancellor,NA,2,0,NA
793,MAHARAJA SURAJMAL BRIJ UNIVERSITY,2015,ALL,0,2,0,0
597,"Bahra University, Solan",2015,Vice-Chancellor,NA,1,0,1
597,"Bahra University, Solan",2015,Associate Professor,NA,9,0,9
597,"Bahra University, Solan",2015,Assistant Professor,NA,107,0,7
597,"Bahra University, Solan",2015,ALL,0,128,0,28
597,"Bahra University, Solan",2015,Director,NA,1,0,1
597,"Bahra University, Solan",2015,Professor & Equivalent,NA,10,0,10
571,"University of Gour Banga, Malda",2015,Vice-Chancellor,NA,1,0,1
571,"University of Gour Banga, Malda",2015,Professor & Equivalent,NA,3,6,9
571,"University of Gour Banga, Malda",2015,Associate Professor,NA,13,4,16
571,"University of Gour Banga, Malda",2015,Assistant Professor,NA,45,0,26
571,"University of Gour Banga, Malda",2015,ALL,0,62,10,52
133,"Gujarat Ayurveda University, Jamnagar",2015,Principal,1,1,0,1
133,"Gujarat Ayurveda University, Jamnagar",2015,Professor & Equivalent,1,0,0,NA
133,"Gujarat Ayurveda University, Jamnagar",2015,Reader,15,4,5,5
133,"Gujarat Ayurveda University, Jamnagar",2015,Lecturer,24,7,0,2
133,"Gujarat Ayurveda University, Jamnagar",2015,Vice-Chancellor,NA,1,0,NA
133,"Gujarat Ayurveda University, Jamnagar",2015,ALL,41,13,5,8
135,"Gujarat Technological University, Ahmedbabd",2015,Assistant Professor,NA,22,0,NA
135,"Gujarat Technological University, Ahmedbabd",2015,ALL,0,24,0,0
135,"Gujarat Technological University, Ahmedbabd",2015,Associate Professor,NA,1,0,NA
135,"Gujarat Technological University, Ahmedbabd",2015,Vice-Chancellor,NA,1,0,NA
136,"Gujarat University, Ahmedabad",2015,ALL,0,83,59,100
136,"Gujarat University, Ahmedabad",2015,Professor & Equivalent,NA,11,43,48
136,"Gujarat University, Ahmedabad",2015,Assistant Professor,NA,54,1,24
136,"Gujarat University, Ahmedabad",2015,Associate Professor,NA,18,15,28
136,"Gujarat University, Ahmedabad",2015,Visiting Teacher,NA,0,0,0
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Vice-Chancellor,NA,1,0,1
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Pro-Vice-Chancellor,NA,1,0,1
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Professor & Equivalent,NA,5,0,3
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Visiting Teacher,NA,93,0,0
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Assistant Professor,NA,112,0,4
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Associate Professor,NA,12,0,2
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Lecturer,NA,70,0,8
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Lecturer (Senior Scale),NA,1,0,0
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,Principal,NA,2,0,1
708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",2015,ALL,0,297,0,20
668,UKA TARSADIA UNIVERSITY,2015,Director,NA,12,0,9
668,UKA TARSADIA UNIVERSITY,2015,Assistant Professor,NA,216,0,29
668,UKA TARSADIA UNIVERSITY,2015,Professor & Equivalent,NA,1,0,1
668,UKA TARSADIA UNIVERSITY,2015,Tutor,NA,35,0,0
668,UKA TARSADIA UNIVERSITY,2015,Associate Professor,NA,5,0,5
668,UKA TARSADIA UNIVERSITY,2015,ALL,0,402,0,45
668,UKA TARSADIA UNIVERSITY,2015,Lecturer,NA,132,0,0
668,UKA TARSADIA UNIVERSITY,2015,Vice-Chancellor,NA,1,0,1
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Vice-Chancellor,NA,1,0,NA
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Pro-Vice-Chancellor,NA,1,0,1
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Associate Professor,NA,15,60,1
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Assistant Professor,NA,146,0,9
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Professor & Equivalent,NA,72,3,3
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Tutor,NA,92,0,NA
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,Lecturer,NA,22,0,1
702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",2015,ALL,0,349,63,15
759,G S F C UNIVERSITY,2015,Vice-Chancellor,NA,1,0,1
759,G S F C UNIVERSITY,2015,Professor & Equivalent,NA,2,0,1
759,G S F C UNIVERSITY,2015,Visiting Teacher,NA,10,0,1
759,G S F C UNIVERSITY,2015,Assistant Professor,NA,2,0,2
759,G S F C UNIVERSITY,2015,ALL,0,15,0,5
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Vice-Chancellor,1,1,0,1
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Director,8,8,0,7
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Associate Professor,41,7,0,3
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Assistant Professor,122,159,0,51
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Ad hoc Teacher,0,7,0,1
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Professor & Equivalent,14,9,0,7
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Visiting Teacher,0,4,0,4
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,Lecturer (Selection Grade),15,15,0,0
753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,2015,ALL,201,210,0,74
602,"Rani Channamma University, Belagavi",2015,Director,NA,1,0,0
602,"Rani Channamma University, Belagavi",2015,Associate Professor,NA,36,0,0
602,"Rani Channamma University, Belagavi",2015,Assistant Professor,NA,0,56,0
602,"Rani Channamma University, Belagavi",2015,ALL,0,37,56,0
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Vice-Chancellor,NA,1,0,NA
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Assistant Professor,NA,45,0,45
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Lecturer,NA,60,0,NA
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Associate Professor,NA,18,0,18
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Contract Teacher,NA,6,0,NA
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Director,NA,3,0,3
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,Professor & Equivalent,NA,5,0,5
147,"Pandit Deendayal Petroleum University, Gandhi Nagar",2015,ALL,0,138,0,71
134,"Gujarat National Law University, Gandhinagar",2015,Director,NA,1,0,1
134,"Gujarat National Law University, Gandhinagar",2015,Professor & Equivalent,NA,3,0,3
134,"Gujarat National Law University, Gandhinagar",2015,Associate Professor,NA,6,0,6
134,"Gujarat National Law University, Gandhinagar",2015,Assistant Professor,NA,30,0,9
134,"Gujarat National Law University, Gandhinagar",2015,ALL,0,40,0,19
140,Junagadh Agricultural University,2015,ALL,0,198,14,133
140,Junagadh Agricultural University,2015,Director,NA,1,0,1
140,Junagadh Agricultural University,2015,Professor & Equivalent,NA,19,2,19
140,Junagadh Agricultural University,2015,Principal,NA,7,2,9
140,Junagadh Agricultural University,2015,Assistant Professor,NA,127,0,61
140,Junagadh Agricultural University,2015,Associate Professor,NA,43,10,42
140,Junagadh Agricultural University,2015,Vice-Chancellor,NA,1,0,1
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Vice-Chancellor,NA,1,0,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Professor & Equivalent,NA,7,56,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Associate Professor,NA,7,22,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Assistant Professor,NA,17,18,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Lecturer,NA,0,0,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Contract Teacher,NA,5,0,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,Ad hoc Teacher,NA,5,0,NA
148,"Sardar Patel University, Vallabh Vidyanagar",2015,ALL,211,42,96,121
219,"Gulbarga University, Gulbarga",2015,Professor & Equivalent,33,103,0,NA
219,"Gulbarga University, Gulbarga",2015,Assistant Professor,142,3,0,NA
219,"Gulbarga University, Gulbarga",2015,Associate Professor,65,1,0,NA
219,"Gulbarga University, Gulbarga",2015,ALL,240,107,0,0
154,"Sumandeep Vidyapeeth, Vadodara",2015,Professor & Equivalent,NA,102,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Reader,NA,27,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Lecturer (Senior Scale),NA,25,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Tutor,NA,152,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Assistant Professor,NA,133,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Associate Professor,NA,43,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Principal,NA,3,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,Pro-Vice-Chancellor,NA,1,0,NA
154,"Sumandeep Vidyapeeth, Vadodara",2015,ALL,0,486,0,0
44,"Vikram Simhapuri University, Nellore",2015,Vice-Chancellor,1,1,0,1
44,"Vikram Simhapuri University, Nellore",2015,Assistant Professor,40,30,0,30
44,"Vikram Simhapuri University, Nellore",2015,Contract Teacher,38,37,0,15
44,"Vikram Simhapuri University, Nellore",2015,Additional Professor,3,3,0,3
44,"Vikram Simhapuri University, Nellore",2015,Professor & Equivalent,1,1,0,1
44,"Vikram Simhapuri University, Nellore",2015,Associate Professor,8,5,0,5
44,"Vikram Simhapuri University, Nellore",2015,ALL,91,77,0,55
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Professor & Equivalent,13,5,9,13
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Vice-Chancellor,1,1,0,1
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,ALL,192,142,17,39
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Assistant Professor,36,10,0,10
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Contract Teacher,4,4,0,0
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Visiting Teacher,114,114,0,0
589,"Visva Bharati, Shantiniketan",2015,Professor & Equivalent,NA,49,98,NA
589,"Visva Bharati, Shantiniketan",2015,Associate Professor,NA,76,22,NA
589,"Visva Bharati, Shantiniketan",2015,Assistant Professor,NA,169,117,NA
589,"Visva Bharati, Shantiniketan",2015,Vice-Chancellor,NA,1,0,NA
589,"Visva Bharati, Shantiniketan",2015,Pro-Vice-Chancellor,NA,1,0,NA
589,"Visva Bharati, Shantiniketan",2015,Director,NA,3,0,NA
589,"Visva Bharati, Shantiniketan",2015,ALL,0,299,237,0
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Assistant Professor,NA,15,4,2
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Principal,NA,1,0,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Tutor,NA,9,0,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Lecturer,NA,6,0,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Visiting Teacher,NA,6,0,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Associate Professor,NA,1,0,1
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Professor & Equivalent,NA,0,1,1
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Lecturer (Selection Grade),NA,4,0,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,Vice-Chancellor,NA,0,1,NA
714,"ITM VOCATIONAL UNIVERSITY, VADODARA",2015,ALL,0,42,6,4
706,"KAMDHENU UNIVERSITY, GANDHINAGAR",2015,ALL,0,3,0,0
706,"KAMDHENU UNIVERSITY, GANDHINAGAR",2015,Principal,NA,1,0,NA
706,"KAMDHENU UNIVERSITY, GANDHINAGAR",2015,Assistant Professor,NA,2,0,NA
129,"Dharmsinh Desai univeristy, Nadiad",2015,Vice-Chancellor,1,1,0,1
129,"Dharmsinh Desai univeristy, Nadiad",2015,Assistant Professor,210,195,1,25
129,"Dharmsinh Desai univeristy, Nadiad",2015,Ad hoc Teacher,0,5,0,0
129,"Dharmsinh Desai univeristy, Nadiad",2015,Professor & Equivalent,36,36,3,39
129,"Dharmsinh Desai univeristy, Nadiad",2015,Associate Professor,65,28,29,30
129,"Dharmsinh Desai univeristy, Nadiad",2015,Lecturer,0,16,0,2
129,"Dharmsinh Desai univeristy, Nadiad",2015,ALL,312,281,33,97
511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",2015,Associate Professor,11,3,4,7
511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",2015,Vice-Chancellor,1,1,0,1
511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",2015,Assistant Professor,34,21,0,7
511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",2015,ALL,46,25,4,15
151,"Saurashtra University, Rajkot",2015,Principal,NA,9,13,22
151,"Saurashtra University, Rajkot",2015,Professor & Equivalent,NA,0,29,29
151,"Saurashtra University, Rajkot",2015,Associate Professor,NA,6,16,22
151,"Saurashtra University, Rajkot",2015,Assistant Professor,NA,26,0,23
151,"Saurashtra University, Rajkot",2015,Ad hoc Teacher,NA,2,0,0
151,"Saurashtra University, Rajkot",2015,Visiting Teacher,NA,6,0,0
151,"Saurashtra University, Rajkot",2015,Contract Teacher,NA,3,0,0
151,"Saurashtra University, Rajkot",2015,ALL,0,52,58,96
215,"Bangalore University, Bangalore",2015,Vice-Chancellor,NA,1,0,NA
215,"Bangalore University, Bangalore",2015,Professor & Equivalent,NA,146,0,NA
215,"Bangalore University, Bangalore",2015,Associate Professor,NA,20,0,NA
215,"Bangalore University, Bangalore",2015,Assistant Professor,NA,63,0,NA
215,"Bangalore University, Bangalore",2015,Visiting Teacher,NA,6,0,NA
215,"Bangalore University, Bangalore",2015,Temporary Teacher,NA,189,0,NA
215,"Bangalore University, Bangalore",2015,Contract Teacher,NA,37,0,NA
215,"Bangalore University, Bangalore",2015,Part-Time Teacher,NA,16,0,NA
215,"Bangalore University, Bangalore",2015,ALL,0,478,0,0
182,"Eternal University, Baru Sahib Sirmour",2015,Vice-Chancellor,1,1,0,1
182,"Eternal University, Baru Sahib Sirmour",2015,Professor & Equivalent,20,13,0,11
182,"Eternal University, Baru Sahib Sirmour",2015,Principal,2,2,0,0
182,"Eternal University, Baru Sahib Sirmour",2015,Assistant Professor,61,53,0,21
182,"Eternal University, Baru Sahib Sirmour",2015,Tutor,NA,18,0,0
182,"Eternal University, Baru Sahib Sirmour",2015,Associate Professor,22,5,0,4
182,"Eternal University, Baru Sahib Sirmour",2015,Lecturer,29,6,0,1
182,"Eternal University, Baru Sahib Sirmour",2015,ALL,135,98,0,38
380,"National Institute of Pharmaceutical, Educational and Research, Mohali",2015,Director,NA,1,0,NA
380,"National Institute of Pharmaceutical, Educational and Research, Mohali",2015,Professor & Equivalent,NA,3,12,NA
380,"National Institute of Pharmaceutical, Educational and Research, Mohali",2015,Associate Professor,NA,0,9,NA
380,"National Institute of Pharmaceutical, Educational and Research, Mohali",2015,Assistant Professor,NA,6,0,NA
380,"National Institute of Pharmaceutical, Educational and Research, Mohali",2015,ALL,0,10,21,31
10,"Dravidian University, Kuppam, Chittoor District",2015,Vice-Chancellor,1,1,0,1
10,"Dravidian University, Kuppam, Chittoor District",2015,Professor & Equivalent,12,15,3,13
10,"Dravidian University, Kuppam, Chittoor District",2015,Assistant Professor,46,56,0,30
10,"Dravidian University, Kuppam, Chittoor District",2015,Associate Professor,23,11,0,10
10,"Dravidian University, Kuppam, Chittoor District",2015,Director,1,1,0,1
10,"Dravidian University, Kuppam, Chittoor District",2015,ALL,83,84,3,55
175,YMCA University of Science & Technology,2015,Assistant Professor,104,89,0,21
175,YMCA University of Science & Technology,2015,Associate Professor,45,19,1,18
175,YMCA University of Science & Technology,2015,Professor & Equivalent,29,8,1,9
175,YMCA University of Science & Technology,2015,Vice-Chancellor,1,1,0,1
175,YMCA University of Science & Technology,2015,ALL,179,117,2,49
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,ALL,0,134,0,39
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Associate Professor,NA,8,0,2
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Visiting Teacher,NA,3,0,3
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Temporary Teacher,NA,64,0,NA
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Professor & Equivalent,NA,7,0,7
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Assistant Professor,NA,51,0,26
157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",2015,Vice-Chancellor,NA,1,0,1
790,RAI UNIVERSITY,2015,Associate Professor,12,10,0,4
790,RAI UNIVERSITY,2015,Vice-Chancellor,1,1,0,1
790,RAI UNIVERSITY,2015,Lecturer,60,52,0,1
790,RAI UNIVERSITY,2015,Visiting Teacher,2,2,0,0
790,RAI UNIVERSITY,2015,Assistant Professor,16,12,0,1
790,RAI UNIVERSITY,2015,Additional Professor,220,206,0,206
790,RAI UNIVERSITY,2015,ALL,311,283,0,213
660,GURU RAVIDAS AYURVED UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
660,GURU RAVIDAS AYURVED UNIVERSITY,2015,Assistant Professor,NA,1,0,NA
660,GURU RAVIDAS AYURVED UNIVERSITY,2015,ALL,0,2,0,0
119,"TERI School of Advanced Studies, New Delhi",2015,Vice-Chancellor,1,1,0,1
119,"TERI School of Advanced Studies, New Delhi",2015,Professor & Equivalent,10,10,0,10
119,"TERI School of Advanced Studies, New Delhi",2015,Assistant Professor,20,20,0,20
119,"TERI School of Advanced Studies, New Delhi",2015,Lecturer (Selection Grade),5,5,0,5
119,"TERI School of Advanced Studies, New Delhi",2015,Associate Professor,9,9,0,9
119,"TERI School of Advanced Studies, New Delhi",2015,ALL,45,45,0,45
601,"Azim Premji University, Bangalore",2015,Vice-Chancellor,NA,1,0,NA
601,"Azim Premji University, Bangalore",2015,Professor & Equivalent,NA,30,0,24
601,"Azim Premji University, Bangalore",2015,Associate Professor,NA,20,0,20
601,"Azim Premji University, Bangalore",2015,Assistant Professor,NA,42,0,30
601,"Azim Premji University, Bangalore",2015,Lecturer (Senior Scale),NA,13,0,4
601,"Azim Premji University, Bangalore",2015,Lecturer,NA,5,0,2
601,"Azim Premji University, Bangalore",2015,Visiting Teacher,NA,3,0,2
601,"Azim Premji University, Bangalore",2015,Ad hoc Teacher,NA,3,0,NA
601,"Azim Premji University, Bangalore",2015,ALL,0,117,0,82
576,"Kalyani University, Kalyani",2015,Professor & Equivalent,35,19,54,67
576,"Kalyani University, Kalyani",2015,Associate Professor,70,22,27,45
576,"Kalyani University, Kalyani",2015,Assistant Professor,200,65,0,56
576,"Kalyani University, Kalyani",2015,Vice-Chancellor,1,1,0,1
576,"Kalyani University, Kalyani",2015,ALL,306,107,81,169
193,"Central University of Kashmir, Srinagar",2015,Vice-Chancellor,1,1,0,1
193,"Central University of Kashmir, Srinagar",2015,Professor & Equivalent,21,6,0,6
193,"Central University of Kashmir, Srinagar",2015,Assistant Professor,90,38,0,12
193,"Central University of Kashmir, Srinagar",2015,Contract Teacher,0,52,0,30
193,"Central University of Kashmir, Srinagar",2015,Associate Professor,41,3,0,3
193,"Central University of Kashmir, Srinagar",2015,Visiting Teacher,0,6,0,6
193,"Central University of Kashmir, Srinagar",2015,ALL,153,106,0,58
792,"JAYPEE UNIVERSITY, ANOOPSHAHR",2015,Director,1,1,0,1
792,"JAYPEE UNIVERSITY, ANOOPSHAHR",2015,Professor & Equivalent,4,4,0,4
792,"JAYPEE UNIVERSITY, ANOOPSHAHR",2015,Assistant Professor,18,17,0,10
792,"JAYPEE UNIVERSITY, ANOOPSHAHR",2015,ALL,23,22,0,15
296,"Deccan College Postgraduate & Research Institute, Pune",2015,Professor & Equivalent,10,4,6,10
296,"Deccan College Postgraduate & Research Institute, Pune",2015,ALL,54,22,12,28
296,"Deccan College Postgraduate & Research Institute, Pune",2015,Associate Professor,17,4,0,4
296,"Deccan College Postgraduate & Research Institute, Pune",2015,Assistant Professor,26,13,6,13
296,"Deccan College Postgraduate & Research Institute, Pune",2015,Vice-Chancellor,1,1,0,1
450,"Chennai Mathematical Institue, Chennai",2015,Director,1,1,0,1
450,"Chennai Mathematical Institue, Chennai",2015,Professor & Equivalent,11,11,0,11
450,"Chennai Mathematical Institue, Chennai",2015,Associate Professor,12,12,0,12
